cityid,citylevel,min_htlh_book_per_pcnt,max_htlh_book_per_pcnt,min_htlh_log_novoters,max_htlh_log_novoters,min_htlh_isreturn,max_htlh_isreturn,min_htlr_s_price_per_hisprice,max_htlr_s_price_per_hisprice,min_htlr_avg_by_price,max_htlr_avg_by_price,min_htlr_rev_by_price,max_htlr_rev_by_price,min_userh_meanprice,max_userh_meanprice,min_userh_is_price_sensity,max_userh_is_price_sensity,min_userh_ordernum,max_userh_ordernum,min_poi_dist_wilson,max_poi_dist_wilson,min_inter_star_dist_1,max_inter_star_dist_1,min_inter_star_dist_2,max_inter_star_dist_2,min_inter_star_dist_3,max_inter_star_dist_3,min_inter_star_dist_4,max_inter_star_dist_4,min_inter_star_dist_5,max_inter_star_dist_5,min_inter_log_ciisum_dist_1,max_inter_log_ciisum_dist_1,min_inter_log_ciisum_dist_2,max_inter_log_ciisum_dist_2,min_inter_log_ciisum_dist_3,max_inter_log_ciisum_dist_3,min_inter_log_ciisum_dist_4,max_inter_log_ciisum_dist_4,min_inter_log_ciisum_dist_5,max_inter_log_ciisum_dist_5,min_inter_commissionfirst_dist_1,max_inter_commissionfirst_dist_1,min_inter_commissionfirst_dist_2,max_inter_commissionfirst_dist_2,min_inter_commissionfirst_dist_3,max_inter_commissionfirst_dist_3,min_inter_commissionfirst_dist_4,max_inter_commissionfirst_dist_4,min_inter_commissionfirst_dist_5,max_inter_commissionfirst_dist_5,min_inter_s_price_dist_1,max_inter_s_price_dist_1,min_inter_s_price_dist_2,max_inter_s_price_dist_2,min_inter_s_price_dist_3,max_inter_s_price_dist_3,min_inter_s_price_dist_4,max_inter_s_price_dist_4,min_inter_s_price_dist_5,max_inter_s_price_dist_5,min_userh_meanprice_delta_abs,max_userh_meanprice_delta_abs,d
1035,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
1036,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
1037,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
1038,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
1039,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
1040,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
1041,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
1042,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
1043,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
1044,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
1045,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
1046,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
1047,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
1048,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
1049,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
1050,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
1051,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
1052,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
1053,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
1054,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
1055,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
1056,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
1057,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
1058,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
1059,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
1060,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
1061,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
1062,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
1063,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
1064,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
1065,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
1066,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
1067,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
1068,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
1069,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
1070,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
1071,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
1072,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
1073,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
1074,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
1075,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
1076,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
1077,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
